File,Heating energy,Cooling energy,Fan energy,Comfort,IAQ ratio
FCU_FanOutletBlockage,-0.5838845433106827,8.42365229340474,0.15391737142789758,0.4414059297095875,0.6559867633537378
FCU_FilterRestriction_10%,-0.0905659930565577,0.2816212101636186,0.05265324527114541,0.0006741757290659257,0.061845697349787
FCU_FilterRestriction_20%,-0.1765750690286255,0.6438908976871555,0.10109653328864182,-0.023602224172540702,0.12802584651018153
FCU_FilterRestriction_50%,-0.4211878199083228,2.00573088053058,0.21152518255724337,0.02332587286017505,0.3686288256894808
FCU_OABlockage,-0.566961982027103,4.4778301434372585,-0.1639182317650723,-0.3115815494501824,0.9224810948156764
FCU_OADMPRLeak_20,0.15528360298560703,-0.3195628426031487,0.025633980023499606,0.14187451220956526,-0.20530887695587963
FCU_OADMPRLeak_50,0.35291893486278414,-0.6102993815226987,0.03951347627676154,0.2586982334773798,-0.4001777655896771
FCU_OADMPRLeak_80,0.5105843066005858,-0.6955353748396809,0.06399139093334787,0.3760078471625398,-0.5821613544991244
FCU_OADMPRStuck_0,-0.5860945733972703,5.701785766245012,-0.1665846668390051,-0.31697191845510503,0.970214311888787
FCU_OADMPRStuck_100,-0.613342590412324,-1.0,0.32151471410466864,274.87526837964,-9.571349585366557
FCU_OADMPRStuck_30,0.1442125799537609,0.000722568667911871,0.0271160786034957,-0.006070618389206314,-0.12931711365076698
FCU_OADMPRStuck_50,0.9038481823686058,-0.8439919595915231,0.19721673805295775,74.06886006602066,-2.7441992910119986
FCU_OADMPRStuck_80,-0.134748808068879,-1.0,0.11408335345193521,174.0992161947943,-7.937356885099112
FCU_SensorBias_RMTemp_+2C,-0.2028972484537554,1.0278561333499854,-0.07269218620625266,-0.1639461752674688,-0.008905735253098002
FCU_SensorBias_RMTemp_+4C,-0.3910087259784069,2.4533015092110624,-0.20238526956316247,-0.3950517930948617,-0.12329773373001202
FCU_SensorBias_RMTemp_-2C,0.23784158112693304,-0.6206699853448264,0.09829606459810138,0.3136314080858568,0.10397057693389176
FCU_SensorBias_RMTemp_-4C,0.5550365836098328,-0.905272401945705,0.3247105717947306,1.0495610265692041,0.09100402521583356
FCU_VLVLeak_Cooling_20,2.259376876150673,56.72679715067695,0.3664413993434997,0.9104591379661143,0.012272032327121233
FCU_VLVLeak_Cooling_50,2.880436099183716,82.5458396561883,0.5521107040385208,1.3020459107597833,-0.011372755662912223
FCU_VLVLeak_Cooling_80,2.8868750251220407,84.17635453186597,0.6341675485292205,1.4083105824331659,-0.02408238528396897
FCU_VLVLeak_Heating_20,0.6756444894578509,15.809116238792038,-0.404427624592789,-0.2661718662216708,-0.028874864987620714
FCU_VLVLeak_Heating_50,1.510558740972766,31.23878274528436,0.21990767341438172,0.21733664145087375,-0.18873104130347373
FCU_VLVLeak_Heating_80,2.0942776957616593,36.04346775484633,1.1142096582712275,0.7421125994940637,-0.28560266272488155
FCU_VLVStuck_Cooling_0,-0.007976667872499265,-1.0,0.16942377951612453,0.3550506998369223,-0.026679586063786773
FCU_VLVStuck_Cooling_100,2.8582085423442924,78.69089723213709,0.6395284864147067,1.4255870946973943,-0.03565749893034024
FCU_VLVStuck_Cooling_20,1.8102356544770781,45.66070541927698,0.26599408502938066,0.7160414344758883,0.021790580236621185
FCU_VLVStuck_Cooling_50,2.9401564432566585,83.30979075515869,0.5786538346936358,1.3470790273648527,-0.013353591410015892
FCU_VLVStuck_Cooling_80,2.8547841595583634,77.38718666768361,0.6374864568081249,1.4231029697137176,-0.03527923286540036
FCU_VLVStuck_Heating_0,-1.0,-0.8418151053300935,7.301773738645027,74.68295519768232,0.3966224724572972
FCU_VLVStuck_Heating_100,2.393998354500218,39.06728615378867,1.3372306132780338,2.387329140486682,-0.3107555182416345
FCU_VLVStuck_Heating_20,0.35436196687081917,1.5724804842158433,3.367579566442947,39.610933794121316,0.051951692998245785
FCU_VLVStuck_Heating_50,1.9542660798094384,35.2857202522668,0.9127510308283425,0.3546650227306541,-0.2584164526896458
FCU_VLVStuck_Heating_80,2.389309414667491,39.53731134861722,1.3349325164130168,2.3202182871684913,-0.31419747673645154
